From,To,Tolerance,Upper,Lower
50,80,JS9,0.037,-0.037
80,120,JS9,0.0435,-0.0435
120,180,JS9,0.05,-0.05
180,250,JS9,0.0575,-0.0575
250,315,JS9,0.065,-0.065
315,400,JS9,0.07,-0.07
400,500,JS9,0.0775,-0.0775
500,630,JS9,0.0875,-0.0875
630,800,JS9,0.1,-0.1
800,1000,JS9,0.115,-0.115
1000,1250,JS9,0.13,-0.13
1250,1600,JS9,0.155,-0.155
1600,2000,JS9,0.185,-0.185
2000,2500,JS9,0.22,-0.22
2500,3150,JS9,0.27,-0.27
0,3,K10,0.0,-0.04
0,3,K3,0.0,-0.002
3,6,K3,0.0,-0.0025
6,10,K3,0.0,-0.0025
10,18,K3,0.0,-0.003
18,30,K3,-0.0005,-0.0045
30,50,K3,-0.0005,-0.0045
0,3,K4,0.0,-0.003
3,6,K4,0.0005,-0.0035
6,10,K4,0.0005,-0.0035
10,18,K4,0.001,-0.004
18,30,K4,0.0,-0.006
30,50,K4,0.001,-0.006
0,3,K5,0.0,-0.004
3,6,K5,0.0,-0.005
6,10,K5,0.001,-0.005
10,18,K5,0.002,-0.006
18,30,K5,0.001,-0.008
30,50,K5,0.002,-0.009
50,80,K5,0.003,-0.01
80,120,K5,0.002,-0.013
120,180,K5,0.003,-0.015
180,250,K5,0.002,-0.018
250,315,K5,0.003,-0.02
315,400,K5,0.003,-0.022
400,500,K5,0.002,-0.025
0,3,K6,0.0,-0.006
3,6,K6,0.002,-0.006
6,10,K6,0.002,-0.007
10,18,K6,0.002,-0.009
18,30,K6,0.002,-0.011
30,50,K6,0.003,-0.013
50,80,K6,0.004,-0.015
80,120,K6,0.004,-0.018
120,180,K6,0.004,-0.021
180,250,K6,0.005,-0.024
250,315,K6,0.005,-0.027
315,400,K6,0.007,-0.029
400,500,K6,0.008,-0.032
500,630,K6,0.0,-0.044
630,800,K6,0.0,-0.05
800,1000,K6,0.0,-0.056
1000,1250,K6,0.0,-0.066
1250,1600,K6,0.0,-0.078
1600,2000,K6,0.0,-0.092
2000,2500,K6,0.0,-0.11
2500,3150,K6,0.0,-0.135
0,3,K7,0.0,-0.01
3,6,K7,0.003,-0.009
6,10,K7,0.005,-0.01
10,18,K7,0.006,-0.012
18,30,K7,0.006,-0.015
30,50,K7,0.007,-0.018
50,80,K7,0.009,-0.021
80,120,K7,0.01,-0.025
120,180,K7,0.012,-0.028
180,250,K7,0.013,-0.033
250,315,K7,0.016,-0.036
315,400,K7,0.017,-0.04
400,500,K7,0.018,-0.045
500,630,K7,0.0,-0.07
630,800,K7,0.0,-0.08
800,1000,K7,0.0,-0.09
1000,1250,K7,0.0,-0.105
1250,1600,K7,0.0,-0.125
1600,2000,K7,0.0,-0.15
2000,2500,K7,0.0,-0.175
2500,3150,K7,0.0,-0.21
0,3,K8,0.0,-0.014
3,6,K8,0.005,-0.013
6,10,K8,0.006,-0.016
10,18,K8,0.008,-0.019
18,30,K8,0.01,-0.023
30,50,K8,0.012,-0.027
50,80,K8,0.014,-0.032
80,120,K8,0.016,-0.038
120,180,K8,0.02,-0.043
180,250,K8,0.022,-0.05
250,315,K8,0.025,-0.056
315,400,K8,0.028,-0.061
400,500,K8,0.029,-0.068
500,630,K8,0.0,-0.11
630,800,K8,0.0,-0.125
800,1000,K8,0.0,-0.14
1000,1250,K8,0.0,-0.165
1250,1600,K8,0.0,-0.195
1600,2000,K8,0.0,-0.23
2000,2500,K8,0.0,-0.28
2500,3150,K8,0.0,-0.33
0,3,K9,0.0,-0.025
0,3,M10,-0.002,-0.042
3,6,M10,-0.004,-0.052
6,10,M10,-0.006,-0.064
10,18,M10,-0.007,-0.077
18,30,M10,-0.008,-0.092
30,50,M10,-0.009,-0.109
0,3,M3,-0.002,-0.004
3,6,M3,-0.003,-0.0055
6,10,M3,-0.005,-0.0075
10,18,M3,-0.006,-0.009
18,30,M3,-0.0065,-0.0105
30,50,M3,-0.0075,-0.0115
0,3,M4,-0.002,-0.005
3,6,M4,-0.0025,-0.0065
6,10,M4,-0.0045,-0.0085
10,18,M4,-0.005,-0.01
18,30,M4,-0.006,-0.012
30,50,M4,-0.006,-0.013
0,3,M5,-0.002,-0.006
3,6,M5,-0.003,-0.008
6,10,M5,-0.004,-0.01
10,18,M5,-0.004,-0.012
18,30,M5,-0.005,-0.014
30,50,M5,-0.005,-0.016
50,80,M5,-0.006,-0.019
80,120,M5,-0.008,-0.023
120,180,M5,-0.009,-0.027
180,250,M5,-0.011,-0.031
250,315,M5,-0.013,-0.036
315,400,M5,-0.014,-0.039
400,500,M5,-0.016,-0.043
0,3,M6,-0.002,-0.008
3,6,M6,-0.001,-0.009
6,10,M6,-0.003,-0.012
10,18,M6,-0.004,-0.015
18,30,M6,-0.004,-0.017
30,50,M6,-0.004,-0.02
50,80,M6,-0.005,-0.024
80,120,M6,-0.006,-0.028
120,180,M6,-0.008,-0.033
180,250,M6,-0.008,-0.037
250,315,M6,-0.009,-0.041
315,400,M6,-0.01,-0.046
400,500,M6,-0.01,-0.05
500,630,M6,-0.026,-0.07
630,800,M6,-0.03,-0.08
800,1000,M6,-0.034,-0.09
1000,1250,M6,-0.04,-0.106
1250,1600,M6,-0.048,-0.126
1600,2000,M6,-0.058,-0.15
2000,2500,M6,-0.068,-0.178
2500,3150,M6,-0.076,-0.211
0,3,M7,-0.002,-0.012
3,6,M7,0.0,-0.012
6,10,M7,0.0,-0.015
10,18,M7,0.0,-0.018
18,30,M7,0.0,-0.021
30,50,M7,0.0,-0.025
50,80,M7,0.0,-0.03
80,120,M7,0.0,-0.035
120,180,M7,0.0,-0.04
180,250,M7,0.0,-0.046
250,315,M7,0.0,-0.052
315,400,M7,0.0,-0.057
400,500,M7,0.0,-0.063
500,630,M7,-0.026,-0.096
630,800,M7,-0.03,-0.11
800,1000,M7,-0.034,-0.124
1000,1250,M7,-0.04,-0.145
1250,1600,M7,-0.048,-0.173
1600,2000,M7,-0.058,-0.208
2000,2500,M7,-0.068,-0.243
2500,3150,M7,-0.076,-0.286
0,3,M8,-0.002,-0.016
3,6,M8,0.002,-0.016
6,10,M8,0.001,-0.021
10,18,M8,0.002,-0.025
18,30,M8,0.004,-0.029
30,50,M8,0.005,-0.034
50,80,M8,0.005,-0.041
80,120,M8,0.006,-0.048
120,180,M8,0.008,-0.055
180,250,M8,0.009,-0.063
250,315,M8,0.009,-0.072
315,400,M8,0.011,-0.078
400,500,M8,0.011,-0.086
500,630,M8,-0.026,-0.136
630,800,M8,-0.03,-0.155
800,1000,M8,-0.034,-0.174
1000,1250,M8,-0.04,-0.205
1250,1600,M8,-0.048,-0.243
1600,2000,M8,-0.058,-0.288
2000,2500,M8,-0.068,-0.348
2500,3150,M8,-0.076,-0.406
0,3,M9,-0.002,-0.027
3,6,M9,-0.004,-0.034
6,10,M9,-0.006,-0.042
10,18,M9,-0.007,-0.05
18,30,M9,-0.008,-0.06
30,50,M9,-0.009,-0.071
0,3,N10,-0.004,-0.044
3,6,N10,0.0,-0.048
6,10,N10,0.0,-0.058
10,18,N10,0.0,-0.07
18,30,N10,0.0,-0.084
30,50,N10,0.0,-0.1
50,80,N10,0.0,-0.12
80,120,N10,0.0,-0.14
120,180,N10,0.0,-0.16
180,250,N10,0.0,-0.185
250,315,N10,0.0,-0.21
315,400,N10,0.0,-0.23
400,500,N10,0.0,-0.25
0,3,N11,-0.004,-0.064
3,6,N11,0.0,-0.075
6,10,N11,0.0,-0.09
10,18,N11,0.0,-0.11
18,30,N11,0.0,-0.13
30,50,N11,0.0,-0.16
50,80,N11,0.0,-0.19
80,120,N11,0.0,-0.22
120,180,N11,0.0,-0.25
180,250,N11,0.0,-0.29
250,315,N11,0.0,-0.32
315,400,N11,0.0,-0.36
400,500,N11,0.0,-0.4
0,3,N3,-0.004,-0.006
3,6,N3,-0.007,-0.0095
6,10,N3,-0.009,-0.0115
10,18,N3,-0.011,-0.014
18,30,N3,-0.0135,-0.0175
30,50,N3,-0.0155,-0.0195
0,3,N4,-0.004,-0.007
3,6,N4,-0.0065,-0.0105
6,10,N4,-0.0085,-0.0125
10,18,N4,-0.01,-0.015
18,30,N4,-0.013,-0.019
30,50,N4,-0.014,-0.021
0,3,N5,-0.004,-0.008
3,6,N5,-0.007,-0.012
6,10,N5,-0.008,-0.014
10,18,N5,-0.009,-0.017
18,30,N5,-0.012,-0.021
30,50,N5,-0.013,-0.024
50,80,N5,-0.015,-0.028
80,120,N5,-0.018,-0.033
120,180,N5,-0.021,-0.039
180,250,N5,-0.025,-0.045
250,315,N5,-0.027,-0.05
315,400,N5,-0.03,-0.055
400,500,N5,-0.033,-0.06
0,3,N6,-0.004,-0.01
3,6,N6,-0.005,-0.013
6,10,N6,-0.007,-0.016
10,18,N6,-0.009,-0.02
18,30,N6,-0.011,-0.024
30,50,N6,-0.012,-0.028
50,80,N6,-0.014,-0.033
80,120,N6,-0.016,-0.038
120,180,N6,-0.02,-0.045
180,250,N6,-0.022,-0.051
250,315,N6,-0.025,-0.057
315,400,N6,-0.026,-0.062
400,500,N6,-0.027,-0.067
500,630,N6,-0.044,-0.088
630,800,N6,-0.05,-0.1
800,1000,N6,-0.056,-0.112
1000,1250,N6,-0.066,-0.132
1250,1600,N6,-0.078,-0.156
1600,2000,N6,-0.092,-0.184
2000,2500,N6,-0.11,-0.22
2500,3150,N6,-0.135,-0.27
0,3,N7,-0.004,-0.014
3,6,N7,-0.004,-0.016
6,10,N7,-0.004,-0.019
10,18,N7,-0.005,-0.023
18,30,N7,-0.007,-0.028
30,50,N7,-0.008,-0.033
50,80,N7,-0.009,-0.039
80,120,N7,-0.01,-0.045
120,180,N7,-0.012,-0.052
180,250,N7,-0.014,-0.06
250,315,N7,-0.014,-0.066
315,400,N7,-0.016,-0.073
400,500,N7,-0.017,-0.08
500,630,N7,-0.044,-0.114
630,800,N7,-0.05,-0.13
800,1000,N7,-0.056,-0.146
1000,1250,N7,-0.066,-0.171
1250,1600,N7,-0.078,-0.203
1600,2000,N7,-0.092,-0.242
2000,2500,N7,-0.11,-0.285
2500,3150,N7,-0.135,-0.345
0,3,N8,-0.004,-0.018
3,6,N8,-0.002,-0.02
6,10,N8,-0.003,-0.025
10,18,N8,-0.003,-0.03
18,30,N8,-0.003,-0.036
30,50,N8,-0.003,-0.042
50,80,N8,-0.004,-0.05
80,120,N8,-0.004,-0.058
120,180,N8,-0.004,-0.067
180,250,N8,-0.005,-0.077
250,315,N8,-0.005,-0.086
315,400,N8,-0.005,-0.094
400,500,N8,-0.006,-0.103
500,630,N8,-0.044,-0.154
630,800,N8,-0.05,-0.175
800,1000,N8,-0.056,-0.196
1000,1250,N8,-0.066,-0.231
1250,1600,N8,-0.078,-0.273
1600,2000,N8,-0.092,-0.322
2000,2500,N8,-0.11,-0.39
2500,3150,N8,-0.135,-0.465
0,3,N9,-0.004,-0.029
3,6,N9,0.0,-0.03
6,10,N9,0.0,-0.036
10,18,N9,0.0,-0.043
18,30,N9,0.0,-0.052
30,50,N9,0.0,-0.062
50,80,N9,0.0,-0.074
80,120,N9,0.0,-0.087
120,180,N9,0.0,-0.1
180,250,N9,0.0,-0.115
250,315,N9,0.0,-0.13
315,400,N9,0.0,-0.14
400,500,N9,0.0,-0.155
500,630,N9,-0.044,-0.219
630,800,N9,-0.05,-0.25
800,1000,N9,-0.056,-0.286
1000,1250,N9,-0.066,-0.326
1250,1600,N9,-0.078,-0.388
1600,2000,N9,-0.092,-0.462
2000,2500,N9,-0.11,-0.55
2500,3150,N9,-0.135,-0.675
0,3,P10,-0.006,-0.046
3,6,P10,-0.012,-0.06
6,10,P10,-0.015,-0.073
10,18,P10,-0.018,-0.088
18,30,P10,-0.022,-0.106
30,50,P10,-0.026,-0.126
0,3,P3,-0.006,-0.008
3,6,P3,-0.011,-0.0135
6,10,P3,-0.014,-0.0165
10,18,P3,-0.017,-0.02
18,30,P3,-0.0205,-0.0245
30,50,P3,-0.0245,-0.0285
0,3,P4,-0.006,-0.009
3,6,P4,-0.0105,-0.0145
6,10,P4,-0.0135,-0.0175
10,18,P4,-0.016,-0.021
18,30,P4,-0.02,-0.026
30,50,P4,-0.023,-0.03
0,3,P5,-0.006,-0.01
3,6,P5,-0.011,-0.016
6,10,P5,-0.013,-0.019
10,18,P5,-0.015,-0.023
18,30,P5,-0.019,-0.028
30,50,P5,-0.022,-0.033
50,80,P5,-0.027,-0.04
80,120,P5,-0.032,-0.047
120,180,P5,-0.037,-0.055
180,250,P5,-0.044,-0.064
250,315,P5,-0.049,-0.072
315,400,P5,-0.055,-0.08
400,500,P5,-0.061,-0.088
0,3,P6,-0.006,-0.012
3,6,P6,-0.009,-0.017
6,10,P6,-0.012,-0.021
10,18,P6,-0.015,-0.026
18,30,P6,-0.018,-0.031
30,50,P6,-0.021,-0.037
50,80,P6,-0.026,-0.045
80,120,P6,-0.03,-0.052
120,180,P6,-0.036,-0.061
180,250,P6,-0.041,-0.07
250,315,P6,-0.047,-0.079
315,400,P6,-0.051,-0.087
400,500,P6,-0.055,-0.095
500,630,P6,-0.078,-0.122
630,800,P6,-0.088,-0.138
800,1000,P6,-0.1,-0.156
1000,1250,P6,-0.12,-0.186
1250,1600,P6,-0.14,-0.218
1600,2000,P6,-0.17,-0.262
2000,2500,P6,-0.195,-0.305
2500,3150,P6,-0.24,-0.375
0,3,P7,-0.006,-0.016
3,6,P7,-0.008,-0.02
6,10,P7,-0.009,-0.024
10,18,P7,-0.011,-0.029
18,30,P7,-0.014,-0.035
30,50,P7,-0.017,-0.042
50,80,P7,-0.021,-0.051
80,120,P7,-0.024,-0.059
120,180,P7,-0.028,-0.068
180,250,P7,-0.033,-0.079
250,315,P7,-0.036,-0.088
315,400,P7,-0.041,-0.098
400,500,P7,-0.045,-0.108
500,630,P7,-0.078,-0.148
630,800,P7,-0.088,-0.168
800,1000,P7,-0.1,-0.19
1000,1250,P7,-0.12,-0.225
1250,1600,P7,-0.14,-0.265
1600,2000,P7,-0.17,-0.32
2000,2500,P7,-0.195,-0.37
2500,3150,P7,-0.24,-0.45
0,3,P8,-0.006,-0.02
3,6,P8,-0.012,-0.03
6,10,P8,-0.015,-0.037
10,18,P8,-0.018,-0.045
18,30,P8,-0.022,-0.055
30,50,P8,-0.026,-0.065
50,80,P8,-0.032,-0.078
80,120,P8,-0.037,-0.091
120,180,P8,-0.043,-0.106
180,250,P8,-0.05,-0.122
250,315,P8,-0.056,-0.137
315,400,P8,-0.062,-0.151
400,500,P8,-0.068,-0.165
500,630,P8,-0.078,-0.188
630,800,P8,-0.088,-0.213
800,1000,P8,-0.1,-0.24
1000,1250,P8,-0.12,-0.285
1250,1600,P8,-0.14,-0.335
1600,2000,P8,-0.17,-0.4
2000,2500,P8,-0.195,-0.475
2500,3150,P8,-0.24,-0.57
0,3,P9,-0.006,-0.031
3,6,P9,-0.012,-0.042
6,10,P9,-0.015,-0.051
10,18,P9,-0.018,-0.061
18,30,P9,-0.022,-0.074
30,50,P9,-0.026,-0.088
50,80,P9,-0.032,-0.106
80,120,P9,-0.037,-0.124
120,180,P9,-0.043,-0.143
180,250,P9,-0.05,-0.165
250,315,P9,-0.056,-0.186
315,400,P9,-0.062,-0.202
400,500,P9,-0.068,-0.223
500,630,P9,-0.078,-0.253
630,800,P9,-0.088,-0.288
800,1000,P9,-0.1,-0.33
1000,1250,P9,-0.12,-0.38
1250,1600,P9,-0.14,-0.45
1600,2000,P9,-0.17,-0.54
2000,2500,P9,-0.195,-0.635
2500,3150,P9,-0.24,-0.78
0,3,R10,-0.01,-0.05
3,6,R10,-0.015,-0.063
6,10,R10,-0.019,-0.077
10,18,R10,-0.023,-0.093
18,30,R10,-0.028,-0.112
30,50,R10,-0.034,-0.134
0,3,R3,-0.01,-0.012
3,6,R3,-0.014,-0.0165
6,10,R3,-0.018,-0.0205
10,18,R3,-0.022,-0.025
18,30,R3,-0.0265,-0.0305
30,50,R3,-0.0325,-0.0365
0,3,R4,-0.01,-0.013
3,6,R4,-0.0135,-0.0175
6,10,R4,-0.0175,-0.0215
10,18,R4,-0.021,-0.026
18,30,R4,-0.026,-0.032
30,50,R4,-0.031,-0.038
0,3,R5,-0.01,-0.014
3,6,R5,-0.014,-0.019
6,10,R5,-0.017,-0.023
10,18,R5,-0.02,-0.028
18,30,R5,-0.025,-0.034
30,50,R5,-0.03,-0.041
50,65,R5,-0.036,-0.049
65,80,R5,-0.038,-0.051
80,100,R5,-0.046,-0.061
100,120,R5,-0.049,-0.064
120,140,R5,-0.057,-0.075
140,160,R5,-0.059,-0.077
160,180,R5,-0.062,-0.08
180,200,R5,-0.071,-0.091
200,225,R5,-0.074,-0.094
225,250,R5,-0.078,-0.098
250,280,R5,-0.087,-0.11
280,315,R5,-0.091,-0.114
315,355,R5,-0.101,-0.126
355,400,R5,-0.107,-0.132
400,450,R5,-0.119,-0.146
450,500,R5,-0.125,-0.152
0,3,R6,-0.01,-0.016
3,6,R6,-0.012,-0.02
6,10,R6,-0.016,-0.025
10,18,R6,-0.02,-0.031
18,30,R6,-0.024,-0.037
30,50,R6,-0.029,-0.045
50,65,R6,-0.035,-0.054
65,80,R6,-0.037,-0.056
80,100,R6,-0.044,-0.066
100,120,R6,-0.047,-0.069
120,140,R6,-0.056,-0.081
140,160,R6,-0.058,-0.083
160,180,R6,-0.061,-0.086
180,200,R6,-0.068,-0.097
200,225,R6,-0.071,-0.1
225,250,R6,-0.075,-0.104
250,280,R6,-0.085,-0.117
280,315,R6,-0.089,-0.121
315,355,R6,-0.097,-0.133
355,400,R6,-0.103,-0.139
400,450,R6,-0.113,-0.153
450,500,R6,-0.119,-0.159
500,560,R6,-0.15,-0.194
560,630,R6,-0.155,-0.199
630,710,R6,-0.175,-0.225
710,800,R6,-0.185,-0.235
800,900,R6,-0.21,-0.266
900,1000,R6,-0.22,-0.276
1000,1120,R6,-0.25,-0.316
1120,1250,R6,-0.26,-0.326
1250,1400,R6,-0.3,-0.378
1400,1600,R6,-0.33,-0.408
1600,1800,R6,-0.37,-0.462
1800,2000,R6,-0.4,-0.492
2000,2240,R6,-0.44,-0.55
2240,2500,R6,-0.46,-0.57
2500,2800,R6,-0.55,-0.685
2800,3150,R6,-0.58,-0.715
0,3,R7,-0.01,-0.02
3,6,R7,-0.011,-0.023
6,10,R7,-0.013,-0.028
10,18,R7,-0.016,-0.034
18,30,R7,-0.02,-0.041
30,50,R7,-0.025,-0.05
50,65,R7,-0.03,-0.06
65,80,R7,-0.032,-0.062
80,100,R7,-0.038,-0.073
100,120,R7,-0.041,-0.076
120,140,R7,-0.048,-0.088
140,160,R7,-0.05,-0.09
160,180,R7,-0.053,-0.093
180,200,R7,-0.06,-0.106
200,225,R7,-0.063,-0.109
225,250,R7,-0.067,-0.113
250,280,R7,-0.074,-0.126
280,315,R7,-0.078,-0.13
315,355,R7,-0.087,-0.144
355,400,R7,-0.093,-0.15
400,450,R7,-0.103,-0.166
450,500,R7,-0.109,-0.172
500,560,R7,-0.15,-0.22
560,630,R7,-0.155,-0.225
630,710,R7,-0.175,-0.255
710,800,R7,-0.185,-0.265
800,900,R7,-0.21,-0.3
900,1000,R7,-0.22,-0.31
1000,1120,R7,-0.25,-0.355
1120,1250,R7,-0.26,-0.365
1250,1400,R7,-0.3,-0.425
1400,1600,R7,-0.33,-0.455
1600,1800,R7,-0.37,-0.52
1800,2000,R7,-0.4,-0.55
2000,2240,R7,-0.44,-0.615
2240,2500,R7,-0.46,-0.635
2500,2800,R7,-0.55,-0.76
2800,3150,R7,-0.58,-0.79
0,3,R8,-0.01,-0.024
3,6,R8,-0.015,-0.033
6,10,R8,-0.019,-0.041
10,18,R8,-0.023,-0.05
18,30,R8,-0.028,-0.061
30,50,R8,-0.034,-0.073
50,65,R8,-0.041,-0.087
65,80,R8,-0.043,-0.089
80,100,R8,-0.051,-0.105
100,120,R8,-0.054,-0.108
120,140,R8,-0.063,-0.126
140,160,R8,-0.065,-0.128
160,180,R8,-0.068,-0.131
180,200,R8,-0.077,-0.149
200,225,R8,-0.08,-0.152
225,250,R8,-0.084,-0.156
250,280,R8,-0.094,-0.175
280,315,R8,-0.098,-0.179
315,355,R8,-0.108,-0.197
355,400,R8,-0.114,-0.203
400,450,R8,-0.126,-0.223
450,500,R8,-0.132,-0.229
500,560,R8,-0.15,-0.26
560,630,R8,-0.155,-0.265
630,710,R8,-0.175,-0.3
710,800,R8,-0.185,-0.31
800,900,R8,-0.21,-0.35
900,1000,R8,-0.22,-0.36
1000,1120,R8,-0.25,-0.415
1120,1250,R8,-0.26,-0.425
1250,1400,R8,-0.3,-0.495
1400,1600,R8,-0.33,-0.525
1600,1800,R8,-0.37,-0.6
1800,2000,R8,-0.4,-0.63
2000,2240,R8,-0.44,-0.72
2240,2500,R8,-0.46,-0.74
2500,2800,R8,-0.55,-0.88
2800,3150,R8,-0.58,-0.91
0,3,R9,-0.01,-0.035
3,6,R9,-0.015,-0.045
6,10,R9,-0.019,-0.055
10,18,R9,-0.023,-0.066
18,30,R9,-0.028,-0.08
30,50,R9,-0.034,-0.096
0,3,S10,-0.014,-0.054
3,6,S10,-0.019,-0.067
6,10,S10,-0.023,-0.081
10,18,S10,-0.028,-0.098
18,30,S10,-0.035,-0.119
30,50,S10,-0.043,-0.143
0,3,S3,-0.014,-0.016
3,6,S3,-0.018,-0.0205
6,10,S3,-0.022,-0.0245
10,18,S3,-0.027,-0.03
18,30,S3,-0.0335,-0.0375
30,50,S3,-0.0415,-0.0455
0,3,S4,-0.014,-0.017
3,6,S4,-0.0175,-0.0215
6,10,S4,-0.0215,-0.0255
10,18,S4,-0.026,-0.031
18,30,S4,-0.033,-0.039
30,50,S4,-0.04,-0.047
0,3,S5,-0.014,-0.018
3,6,S5,-0.018,-0.023
6,10,S5,-0.021,-0.027
10,18,S5,-0.025,-0.033
18,30,S5,-0.032,-0.041
30,50,S5,-0.039,-0.05
50,65,S5,-0.048,-0.061
65,80,S5,-0.054,-0.067
80,100,S5,-0.066,-0.081
100,120,S5,-0.074,-0.089
120,140,S5,-0.086,-0.104
140,160,S5,-0.094,-0.112
160,180,S5,-0.102,-0.12
180,200,S5,-0.116,-0.136
200,225,S5,-0.124,-0.144
225,250,S5,-0.134,-0.154
250,280,S5,-0.151,-0.174
280,315,S5,-0.163,-0.186
315,355,S5,-0.183,-0.208
355,400,S5,-0.201,-0.226
400,450,S5,-0.225,-0.252
450,500,S5,-0.245,-0.272
0,3,S6,-0.014,-0.02
3,6,S6,-0.016,-0.024
6,10,S6,-0.02,-0.029
10,18,S6,-0.025,-0.036
18,30,S6,-0.031,-0.044
30,50,S6,-0.038,-0.054
50,65,S6,-0.047,-0.066
65,80,S6,-0.053,-0.072
80,100,S6,-0.064,-0.086
100,120,S6,-0.072,-0.094
120,140,S6,-0.085,-0.11
140,160,S6,-0.093,-0.118
160,180,S6,-0.101,-0.126
180,200,S6,-0.113,-0.142
200,225,S6,-0.121,-0.15
225,250,S6,-0.131,-0.16
250,280,S6,-0.149,-0.181
280,315,S6,-0.161,-0.193
315,355,S6,-0.179,-0.215
355,400,S6,-0.197,-0.233
400,450,S6,-0.219,-0.259
450,500,S6,-0.239,-0.279
500,560,S6,-0.28,-0.324
560,630,S6,-0.31,-0.354
630,710,S6,-0.34,-0.39
710,800,S6,-0.38,-0.43
800,900,S6,-0.43,-0.486
900,1000,S6,-0.47,-0.526
1000,1120,S6,-0.52,-0.586
1120,1250,S6,-0.58,-0.646
1250,1400,S6,-0.64,-0.718
1400,1600,S6,-0.72,-0.798
1600,1800,S6,-0.82,-0.912
1800,2000,S6,-0.92,-1.012
2000,2240,S6,-1.0,-1.11
2240,2500,S6,-1.1,-1.21
2500,2800,S6,-1.25,-1.385
2800,3150,S6,-1.4,-1.535
0,3,S7,-0.014,-0.024
3,6,S7,-0.015,-0.027
6,10,S7,-0.017,-0.032
10,18,S7,-0.021,-0.039
18,30,S7,-0.027,-0.048
30,50,S7,-0.034,-0.059
50,65,S7,-0.042,-0.072
65,80,S7,-0.048,-0.078
80,100,S7,-0.058,-0.093
100,120,S7,-0.066,-0.101
120,140,S7,-0.077,-0.117
140,160,S7,-0.085,-0.125
160,180,S7,-0.093,-0.133
180,200,S7,-0.105,-0.151
200,225,S7,-0.113,-0.159
225,250,S7,-0.123,-0.169
250,280,S7,-0.138,-0.19
280,315,S7,-0.15,-0.202
315,355,S7,-0.169,-0.226
355,400,S7,-0.187,-0.244
400,450,S7,-0.209,-0.272
450,500,S7,-0.229,-0.292
500,560,S7,-0.28,-0.35
560,630,S7,-0.31,-0.38
630,710,S7,-0.34,-0.42
710,800,S7,-0.38,-0.46
800,900,S7,-0.43,-0.52
900,1000,S7,-0.47,-0.56
1000,1120,S7,-0.52,-0.625
1120,1250,S7,-0.58,-0.685
1250,1400,S7,-0.64,-0.765
1400,1600,S7,-0.72,-0.845
1600,1800,S7,-0.82,-0.97
1800,2000,S7,-0.92,-1.07
2000,2240,S7,-1.0,-1.175
2240,2500,S7,-1.1,-1.275
2500,2800,S7,-1.25,-1.46
2800,3150,S7,-1.4,-1.61
0,3,S8,-0.014,-0.028
3,6,S8,-0.019,-0.037
6,10,S8,-0.023,-0.045
10,18,S8,-0.028,-0.055
18,30,S8,-0.035,-0.068
30,50,S8,-0.043,-0.082
50,65,S8,-0.053,-0.099
65,80,S8,-0.059,-0.105
80,100,S8,-0.071,-0.125
100,120,S8,-0.079,-0.133
120,140,S8,-0.092,-0.155
140,160,S8,-0.1,-0.163
160,180,S8,-0.108,-0.171
180,200,S8,-0.122,-0.194
200,225,S8,-0.13,-0.202
225,250,S8,-0.14,-0.212
250,280,S8,-0.158,-0.239
280,315,S8,-0.17,-0.251
315,355,S8,-0.19,-0.279
355,400,S8,-0.208,-0.297
400,450,S8,-0.232,-0.329
450,500,S8,-0.252,-0.349
500,560,S8,-0.28,-0.39
560,630,S8,-0.31,-0.42
630,710,S8,-0.34,-0.465
710,800,S8,-0.38,-0.505
800,900,S8,-0.43,-0.57
900,1000,S8,-0.47,-0.61
1000,1120,S8,-0.52,-0.685
1120,1250,S8,-0.58,-0.745
1250,1400,S8,-0.64,-0.835
1400,1600,S8,-0.72,-0.915
1600,1800,S8,-0.82,-1.05
1800,2000,S8,-0.92,-1.15
2000,2240,S8,-1.0,-1.28
2240,2500,S8,-1.1,-1.38
2500,2800,S8,-1.25,-1.58
2800,3150,S8,-1.4,-1.73
0,3,S9,-0.014,-0.039
3,6,S9,-0.019,-0.049
6,10,S9,-0.023,-0.059
10,18,S9,-0.028,-0.071
18,30,S9,-0.035,-0.087
30,50,S9,-0.043,-0.105
50,65,S9,-0.053,-0.127
65,80,S9,-0.059,-0.133
80,100,S9,-0.071,-0.158
100,120,S9,-0.079,-0.166
120,140,S9,-0.092,-0.192
140,160,S9,-0.1,-0.2
160,180,S9,-0.108,-0.208
180,200,S9,-0.122,-0.237
200,225,S9,-0.13,-0.245
225,250,S9,-0.14,-0.255
250,280,S9,-0.158,-0.288
280,315,S9,-0.17,-0.3
315,355,S9,-0.19,-0.33
355,400,S9,-0.208,-0.348
400,450,S9,-0.232,-0.387
450,500,S9,-0.252,-0.407
24,30,T5,-0.038,-0.047
30,40,T5,-0.044,-0.055
40,50,T5,-0.05,-0.061
24,30,T6,-0.037,-0.05
30,40,T6,-0.043,-0.059
40,50,T6,-0.049,-0.065
50,65,T6,-0.06,-0.079
65,80,T6,-0.069,-0.088
80,100,T6,-0.084,-0.106
100,120,T6,-0.097,-0.119
120,140,T6,-0.115,-0.14
140,160,T6,-0.127,-0.152
160,180,T6,-0.139,-0.164
180,200,T6,-0.157,-0.186
200,225,T6,-0.171,-0.2
225,250,T6,-0.187,-0.216
250,280,T6,-0.209,-0.241
280,315,T6,-0.231,-0.263
315,355,T6,-0.257,-0.293
